S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	
DCVPC01CL5SJVX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:28:29	169.14	165.30	196.96	184.36	184.35	83.92	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.17	67.44	74.96	71.33	67.40	3.64	3.92	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.283854	0.000000	0	1280	1024	22.759	218	107	39	180	0.148	24.851	180.508	4873.677	427.445	325.245	516.534	1269.225	7	
DCVPC01CL5SJVP	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:28:43	164.79	172.42	199.52	176.95	190.77	82.59	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.47	71.71	76.37	72.20	72.13	4.17	2.73	2.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	173.817708	0.000000	0	1280	1024	24.056	222	99	39	176	0.141	21.751	178.343	4766.401	437.411	331.578	528.164	1297.153	12	
DCVPC01CL5SJVY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:29:01	152.40	171.63	194.03	167.78	191.44	78.55	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.01	71.90	75.84	71.95	72.45	3.39	0.55	2.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	169.279948	0.000000	0	1280	1024	25.333	221	99	28	212	0.628	7.356	202.502	5579.582	427.767	331.005	527.162	1285.934	8	
DCVPC01CL5SJVH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:29:22	164.70	177.50	200.45	175.99	196.75	82.17	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.58	67.50	71.19	66.42	66.57	3.69	1.08	2.29	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	175.394531	0.000000	0	1280	1024	24.008	216	102	39	177	0.156	23.338	179.481	4958.011	435.975	327.798	524.569	1288.342	9	
DCVPC01CL5SJVZ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:29:43	143.71	160.01	180.91	157.62	177.23	79.44	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.80	70.15	75.67	74.05	73.19	1.62	3.90	2.53	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.239583	0.000000	0	1280	1024	24.224	224	105	39	180	0.131	23.275	184.495	4764.942	436.292	336.883	514.703	1287.878	49	
DCVPC01CL5SJX1	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:30:41	142.40	155.85	182.83	160.36	177.82	77.88	0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.08	71.35	74.65	71.83	70.80	2.82	1.03	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.610677	0.000000	0	1280	1024	24.673	223	102	29	212	0.561	8.794	202.746	5267.142	440.903	337.984	533.506	1312.394	10	
DCVPC01CL5SJVO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:30:58	170.52	155.39	194.73	190.53	176.70	79.80	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.18	70.45	76.22	73.25	68.17	2.97	5.08	2.76	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.483073	0.000000	0	1280	1024	23.696	220	106	25	212	0.558	8.489	201.037	4938.131	433.633	333.159	539.689	1306.481	12	
DCVPC01CL5SJVF	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:31:17	159.66	168.52	190.09	169.49	180.59	83.99	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.82	73.80	75.34	72.95	73.46	1.53	0.87	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	168.101563	0.000000	0	1280	1024	23.244	218	104	39	180	0.161	26.116	180.837	4836.427	405.814	313.717	508.114	1227.645	12	
DCVPC01CL5SJR3	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:31:36	162.38	161.17	183.05	162.87	160.06	87.44	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.81	73.40	75.41	72.74	73.83	0.59	2.08	2.51	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.847656	0.000000	0	1280	1024	23.710	222	100	27	212	0.640	7.722	202.449	5601.403	409.183	318.081	507.595	1234.859	8	
DCVPC01CL5SJRO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:32:00	163.11	163.52	188.72	169.95	170.81	86.43	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.75	69.82	75.73	73.21	71.75	2.52	3.39	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.207031	0.000000	0	1280	1024	23.332	218	101	39	180	0.157	24.033	180.942	4842.116	446.136	338.342	554.764	1339.242	7	
DCVPC01CL5SJRF	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:32:13	163.44	172.86	187.99	168.47	178.69	86.94	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.99	67.23	73.20	72.45	67.35	0.74	5.22	2.45	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	174.003906	0.000000	0	1280	1024	21.896	217	107	39	180	0.155	23.924	182.101	5151.776	440.772	329.123	535.530	1305.425	7	
DCVPC01CL5SJRX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:32:28	161.78	157.97	185.27	167.90	167.30	85.26	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.76	70.30	76.11	74.57	69.87	1.54	4.70	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	154.326823	0.000000	0	1280	1024	23.034	216	98	39	176	0.157	22.267	177.810	4943.057	440.659	341.814	559.081	1341.555	11	
DCVPC01CL5SJTH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:32:46	161.28	172.53	191.66	165.23	174.47	84.15	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.10	73.50	74.70	74.29	73.76	0.41	2.19	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.716146	0.000000	0	1280	1024	24.098	224	110	39	177	0.162	23.800	182.622	4649.567	445.781	339.670	546.759	1332.211	7	
DCVPC01CL5SJTR	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:33:04	159.38	165.97	187.14	165.38	173.85	85.17	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.26	69.87	75.61	73.73	72.70	1.87	3.86	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.470052	0.000000	0	1280	1024	23.248	218	104	39	177	0.156	25.049	180.177	4791.142	433.514	330.637	540.452	1304.603	7	
DCVPC01CL5SJTV	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:33:18	165.83	170.28	190.63	168.74	173.54	86.99	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.12	69.26	75.20	70.89	70.39	4.30	1.77	2.41	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.231771	0.000000	0	1280	1024	23.031	218	99	39	181	0.191	22.412	178.817	4938.554	431.503	326.370	536.019	1293.892	6	
DCVPC01CL5SJTZ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:33:33	156.06	165.64	187.95	168.78	181.38	83.03	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	67.01	69.69	75.24	69.73	71.47	3.76	4.47	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.071615	0.000000	0	1280	1024	23.110	221	106	39	182	0.148	20.478	181.566	5080.269	458.273	347.153	543.189	1348.616	7	
DCVPC01CL5SJUC	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:33:55	169.09	176.42	199.95	177.53	187.57	84.56	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.53	68.73	74.25	70.53	71.30	2.95	2.78	2.57	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	172.867188	0.000000	0	1280	1024	23.088	221	106	39	182	0.159	20.624	181.771	5030.891	436.106	337.728	551.736	1325.570	10	
DCVPC01CL5SJTX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:34:11	178.04	157.26	190.14	188.91	170.85	82.70	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.39	66.31	75.56	72.85	71.36	2.71	6.54	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.039063	0.000000	0	1280	1024	22.521	218	93	32	204	0.632	8.684	196.464	6412.811	449.266	348.763	575.995	1374.023	9	
DCVPC01CL5SJRP	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:34:27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	42.84	80.41	66.83	29.42	79.85	-37.57	51.00	1.33	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	22.521	218	93	32	204	0.632	8.684	196.464	6412.811	449.266	348.763	575.995	1374.023	9	
DCVPC01CL5SJU3	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:34:50	162.00	164.52	189.70	168.00	173.40	85.40	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.66	73.20	73.17	74.17	75.01	-1.84	1.81	2.38	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.811198	0.000000	0	1280	1024	23.033	221	105	28	212	0.597	8.266	202.522	5522.115	445.031	339.583	559.222	1343.836	8	
DCVPC01CL5SJRY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:35:07	171.12	166.62	189.01	175.44	173.55	88.15	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.10	70.03	76.92	72.69	70.22	4.23	2.66	2.80	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	169.802083	0.000000	0	1280	1024	21.546	221	105	39	181	0.178	22.044	180.432	5117.063	439.481	328.516	535.412	1303.409	9	
DCVPC01CL5SJTI	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:35:24	176.28	173.07	192.55	175.79	173.76	89.88	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.61	71.06	75.90	72.39	73.32	2.58	2.72	2.75	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	175.382813	0.000000	0	1280	1024	21.908	220	105	26	212	0.646	6.815	201.951	6097.554	423.711	325.136	536.970	1285.817	10	
DCVPC01CL5SJT9	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:35:41	171.41	174.53	195.38	170.32	174.78	87.17	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.26	72.85	70.76	71.84	73.56	-2.81	2.30	2.44	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	172.236979	0.000000	0	1280	1024	24.322	222	102	29	212	0.647	7.081	202.809	5916.925	446.741	337.267	540.008	1324.016	10	
DCVPC01CL5SJTT	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:35:59	173.37	171.85	195.19	174.09	174.07	88.04	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.50	71.06	69.86	67.93	72.04	-2.18	4.11	2.24	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	171.434896	0.000000	0	1280	1024	23.465	220	99	27	212	0.702	7.124	202.383	5697.652	440.895	333.938	546.141	1320.973	8	
DCVPC01CL5SJTK	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:36:15	164.94	163.49	192.75	176.38	177.64	84.82	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.22	73.16	75.38	72.39	72.04	2.16	1.18	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.959635	0.000000	0	1280	1024	23.064	225	105	31	212	0.633	9.157	203.678	5436.289	435.969	341.386	561.295	1338.650	13	
DCVPC01CL5SJT6	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:36:35	178.32	167.93	194.27	179.42	172.21	86.44	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.17	69.28	71.98	74.25	71.61	-2.26	4.96	2.34	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.490885	0.000000	0	1280	1024	23.017	217	104	39	177	0.154	24.722	179.785	4801.555	427.411	327.292	541.561	1296.264	8	
DCVPC01CL5SJTF	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:36:50	182.27	164.81	199.56	189.36	174.10	82.59	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.84	70.70	74.56	73.39	71.33	1.17	2.69	2.58	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.648438	0.000000	0	1280	1024	23.983	220	96	39	181	0.162	21.619	180.676	4935.564	464.797	353.672	568.955	1387.423	9	
DCVPC01CL5SJTU	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:37:06	191.16	173.62	201.74	189.51	176.55	86.06	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.15	68.69	76.09	66.38	67.67	6.94	2.77	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	175.671875	0.000000	0	1280	1024	22.379	208	93	39	177	0.174	28.196	178.680	5066.849	451.308	340.587	556.236	1348.131	6	
DCVPC01CL5SJSO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:37:22	186.63	176.34	200.44	179.51	172.78	86.20	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.69	68.52	75.29	73.00	73.55	1.74	5.04	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	174.442708	0.000000	0	1280	1024	24.722	222	101	39	179	0.095	33.441	184.647	4464.171	470.873	366.700	584.048	1421.622	11	
DCVPC01CL5SJTN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:37:41	181.45	167.34	193.13	182.80	172.49	86.65	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.67	68.66	76.27	74.28	70.06	1.99	5.62	2.90	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.067708	0.000000	0	1280	1024	22.475	216	98	39	179	0.136	26.119	183.277	5090.161	448.736	342.144	558.466	1349.345	11	
DCVPC01CL5SJTE	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:38:00	178.19	158.73	194.39	179.37	165.34	81.65	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.01	70.53	70.54	75.06	70.62	-4.53	4.53	2.10	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.227865	0.000000	0	1280	1024	25.380	223	100	39	179	0.119	24.944	184.956	4654.863	473.928	363.614	564.781	1402.323	8	
DCVPC01CL5SJT5	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:38:15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.32	65.80	74.26	72.65	69.76	1.61	6.85	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	25.380	223	100	39	179	0.119	24.944	184.956	4654.863	473.928	363.614	564.781	1402.323	8	
DCVPC01CL5SJVN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:38:32	174.28	166.84	186.42	173.75	167.33	89.50	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.75	70.78	74.97	76.12	74.11	-1.15	5.34	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.750000	0.000000	0	1280	1024	21.001	216	98	30	204	0.419	10.607	195.587	5608.513	410.431	317.700	539.302	1267.433	8	
DCVPC01CL5SJU0	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:38:48	186.27	163.69	194.30	188.34	165.85	84.25	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.28	69.08	75.52	72.31	70.03	3.21	6.02	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.243490	0.000000	0	1280	1024	24.282	225	103	39	196	0.125	-1.#IO	200.119	-1.#IO	480.784	374.133	591.023	1445.941	7	
DCVPC01CL5T19J	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:41:31	176.12	168.18	193.76	181.24	174.68	86.80	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.71	73.53	75.67	71.95	71.57	2.14	1.95	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	170.141927	0.000000	0	1280	1024	21.438	216	98	39	179	0.151	21.640	180.713	5287.572	448.150	334.141	544.186	1326.477	9	
DCVPC01CL5T19R	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:41:47	177.47	176.72	200.87	180.32	180.66	87.98	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.96	69.35	73.86	73.57	72.66	0.29	4.22	2.48	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	178.378906	0.000000	0	1280	1024	22.380	217	99	39	180	0.166	22.082	181.227	5062.573	444.884	336.611	560.362	1341.858	10	
DCVPC01CL5T19Q	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:42:05	175.72	162.19	193.12	178.18	168.43	83.98	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.09	70.10	77.22	71.87	71.07	5.36	1.77	2.75	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.018229	0.000000	0	1280	1024	23.039	221	105	39	182	0.151	21.967	182.669	4919.265	434.395	326.519	515.784	1276.698	11	
DCVPC01CL5T19P	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:42:23	168.12	160.52	183.74	169.02	162.08	87.36	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.26	68.90	76.09	74.34	69.77	1.75	5.44	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.259115	0.000000	0	1280	1024	22.474	215	100	39	180	0.170	21.867	180.305	5129.077	392.698	307.762	515.667	1216.128	57	
DCVPC01CL5T19I	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:43:33	161.70	161.29	185.16	166.46	166.83	87.11	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.70	72.31	74.66	73.26	71.90	0.96	1.80	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.791667	0.000000	0	1280	1024	22.316	226	109	24	220	0.572	6.438	209.955	6382.161	419.291	324.608	551.309	1295.208	17	
DCVPC01CL5T19O	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:43:56	166.07	161.00	187.37	173.18	171.17	85.93	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.85	71.69	76.05	73.56	75.01	1.04	5.15	2.66	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.407552	0.000000	0	1280	1024	22.154	221	103	27	212	0.433	10.645	202.332	5010.959	419.327	313.892	540.508	1273.727	9	
