S/No	FFDD	Date	Time	Version	Station	Fixture	PC	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	CycleTime	
DDPJB01855T66P	OOOOOO	20131210	00:54:02	2012.10.22	000	000	000	2	1001	1001	-35.85	-35.49	34.11	55.60	7	
DDPJB01855T66J	OOOOOO	20131210	00:54:10	2012.10.22	000	000	000	2	1001	1001	-36.31	-35.39	49.50	48.48	6	
DDPJB01855TC67	OOOOOO	20131210	00:54:18	2012.10.22	000	000	000	2	1001	1001	-36.71	-35.53	45.07	45.27	6	
DDPJB01855T67L	OOOOOO	20131210	00:54:26	2012.10.22	000	000	000	2	1001	1001	-36.13	-35.32	42.94	47.68	6	
DDPJB01855T67G	OOXOOO	20131210	00:54:34	2012.10.22	000	000	000	2	1001	1001	-37.20	-35.08	35.46	44.94	6	
DDPJB01855T675	OOOOOO	20131210	00:54:42	2012.10.22	000	000	000	2	1001	1001	-33.35	-27.60	58.98	117.70	13	
DDPJB01855T67G	OOOOOO	20131210	00:54:56	2012.10.22	000	000	000	2	1001	1001	-33.64	-27.60	42.42	106.41	7	
DDPJB01855T66U	OOOOOO	20131210	00:55:06	2012.10.22	000	000	000	2	1001	1001	-33.48	-27.49	50.53	89.00	6	
DDPJB01855T670	OOOOOO	20131210	00:55:15	2012.10.22	000	000	000	2	1001	1001	-33.74	-27.47	43.05	95.26	7	
DDPJB01855T67B	OOOOOO	20131210	00:55:23	2012.10.22	000	000	000	2	1001	1001	-33.36	-27.25	65.49	113.68	7	
DDPJB01855TCI1	OOOOOO	20131210	00:55:32	2012.10.22	000	000	000	2	1001	1001	-33.53	-27.21	54.09	146.92	7	
DDPJB01855TCHZ	OOOOOO	20131210	00:55:41	2012.10.22	000	000	000	2	1001	1001	-33.70	-27.51	103.38	133.83	6	
DDPJB01855TCHH	OOOOOO	20131210	00:55:49	2012.10.22	000	000	000	2	1001	1001	-33.78	-27.90	47.08	77.91	6	
DDPJB01855TCHI	OOOOOO	20131210	00:55:57	2012.10.22	000	000	000	2	1001	1001	-33.50	-27.84	78.65	117.26	6	
DDPJB01855TBTQ	OOOOOO	20131210	00:56:06	2012.10.22	000	000	000	2	1001	1001	-36.06	-28.76	43.25	103.68	13	
DDPJB01855TCI2	OOOOOO	20131210	00:56:20	2012.10.22	000	000	000	2	1001	1001	-35.97	-28.71	39.98	78.26	6	
DDPJB01855TCI3	OOOOOO	20131210	00:56:28	2012.10.22	000	000	000	2	1001	1001	-35.69	-28.51	42.49	65.83	6	
DDPJB01855TCI5	OOOOOO	20131210	00:56:35	2012.10.22	000	000	000	2	1001	1001	-34.75	-33.58	48.17	63.57	13	
DDPJB01855TCI0	OOXXOO	20131210	00:56:49	2012.10.22	000	000	000	2	1001	1001	-35.08	-35.16	51.31	45.41	6	
DDPJB01855TCI4	OOOOOO	20131210	00:56:59	2012.10.22	000	000	000	2	1001	1001	-36.18	-27.78	41.40	93.77	12	
DDPJB01855TCI0	OOXOOO	20131210	00:57:13	2012.10.22	000	000	000	2	1001	1001	-37.42	-28.00	44.70	118.44	6	
DDPJB01855TCI5	OOXOOO	20131210	00:57:22	2012.10.22	000	000	000	2	1001	1001	-37.73	-28.23	31.44	91.14	7	
DDPJB01855TCI0	OOOOOO	20131210	00:57:32	2012.10.22	000	000	000	2	1001	1001	-27.60	-30.12	88.90	57.03	13	
DDPJB01855TCI4	OOOOOO	20131210	00:57:47	2012.10.22	000	000	000	2	1001	1001	-35.34	-32.61	41.64	53.90	7	
DDPJB01855TCI5	OOOOOO	20131210	00:57:57	2012.10.22	000	000	000	2	1001	1001	-35.15	-32.42	48.89	74.38	6	
DDPJB01855TBUC	OOOOOO	20131210	00:58:09	2012.10.22	000	000	000	2	1001	1001	-35.09	-32.29	58.59	75.73	7	
DDPJB01855TBUR	OOOOOO	20131210	00:58:18	2012.10.22	000	000	000	2	1001	1001	-29.02	-26.95	92.87	108.98	12	
DDPJB01855TBUL	OOOOOO	20131210	00:58:31	2012.10.22	000	000	000	2	1001	1001	-29.33	-26.93	78.63	116.25	7	
DDPJB01855TBUB	OOOOOO	20131210	00:58:40	2012.10.22	000	000	000	2	1001	1001	-32.38	-30.10	69.18	84.70	11	
DDPJB01855TBU5	OOOOOO	20131210	00:58:52	2012.10.22	000	000	000	2	1001	1001	-28.58	-29.50	93.80	80.33	13	
DDPJB01855TBUH	OOOOOO	20131210	00:59:07	2012.10.22	000	000	000	2	1001	1001	-33.36	-29.14	60.31	94.32	12	
DDPJB01855TBUN	OOOOOO	20131210	00:59:21	2012.10.22	000	000	000	2	1001	1001	-29.59	-32.39	104.59	78.91	12	
DDPJB01855TBUY	OOOOOO	20131210	00:59:34	2012.10.22	000	000	000	2	1001	1001	-32.95	-29.00	69.22	110.89	12	
DDPJB01855TBTV	OOOOOO	20131210	00:59:47	2012.10.22	000	000	000	2	1001	1001	-28.11	-28.85	119.12	112.02	11	
DDPJB01855TBUS	OOOOOO	20131210	00:59:59	2012.10.22	000	000	000	2	1001	1001	-27.96	-29.73	119.25	85.92	-3593	
DDPJB01855T61A	OOOOOO	20131210	01:00:35	2012.10.22	000	000	000	2	1001	1001	-27.06	-32.58	138.24	70.04	16	
DDPJB01855T62H	OOOOOO	20131210	01:00:52	2012.10.22	000	000	000	2	1001	1001	-27.24	-33.00	122.80	62.02	7	
DDPJB01855T62C	OOOOOO	20131210	01:01:01	2012.10.22	000	000	000	2	1001	1001	-27.07	-32.80	114.71	56.39	7	
DDPJB01855T626	OOOOOO	20131210	01:01:10	2012.10.22	000	000	000	2	1001	1001	-33.24	-30.94	58.41	70.97	12	
DDPJB01855T621	OOOOOO	20131210	01:01:23	2012.10.22	000	000	000	2	1001	1001	-29.51	-33.64	93.80	70.64	13	
DDPJB01855T61F	OOOOOO	20131210	01:01:38	2012.10.22	000	000	000	2	1001	1001	-36.40	-33.34	44.01	65.34	13	
DDPJB01855T61K	OOOOOO	20131210	01:01:53	2012.10.22	000	000	000	2	1001	1001	-35.03	-33.87	60.16	62.32	15	
DDPJB01855T61Q	OOOOOO	20131210	01:02:09	2012.10.22	000	000	000	2	1001	1001	-34.45	-29.44	45.40	78.87	16	
DDPJB01855T61V	OOOXOO	20131210	01:02:26	2012.10.22	000	000	000	2	1001	1001	-32.10	-38.27	55.39	27.32	13	
DDPJB01855T64Q	OOOOOO	20131210	01:02:41	2012.10.22	000	000	000	2	1001	1001	-32.38	-32.10	50.66	52.95	12	
DDPJB01855T61V	OOOOOO	20131210	01:02:55	2012.10.22	000	000	000	2	1001	1001	-23.31	-28.59	99.14	52.30	13	
DDPJB01855T64K	OOOOOO	20131210	01:03:13	2012.10.22	000	000	000	2	1001	1001	-36.59	-29.02	49.65	108.10	13	
DDPJB01855T64A	OOXOOO	20131210	01:03:29	2012.10.22	000	000	000	2	1001	1001	-38.13	-30.98	33.98	80.73	13	
DDPJB01855T64F	OOOOOO	20131210	01:03:43	2012.10.22	000	000	000	2	1001	1001	-29.52	-28.44	102.16	145.35	14	
DDPJB01855T64A	OOOOOO	20131210	01:03:58	2012.10.22	000	000	000	2	1001	1001	-29.60	-28.72	104.98	118.58	6	
DDPJB01855T644	OOOOOO	20131210	01:04:07	2012.10.22	000	000	000	2	1001	1001	-29.56	-28.76	72.30	84.90	6	
DDPJB01855T63D	OOXXOO	20131210	01:04:14	2012.10.22	000	000	000	2	1001	1001	-29.75	-29.69	86.58	83.88	8	
DDPJB01855T64V	OOOOOO	20131210	01:04:24	2012.10.22	000	000	000	2	1001	1001	-31.49	-31.81	94.88	80.95	13	
DDPJB01855T63D	OOOOOO	20131210	01:04:38	2012.10.22	000	000	000	2	1001	1001	-31.39	-32.69	74.20	66.33	7	
DDPJB01855T64F	OOOOOO	20131210	01:04:46	2012.10.22	000	000	000	2	1001	1001	-31.51	-32.57	107.25	115.65	7	
DDPJB01855T651	OOOOOO	20131210	01:04:54	2012.10.22	000	000	000	2	1001	1001	-31.85	-32.96	80.34	74.81	7	
DDPJB01855T632	OOOOOO	20131210	01:05:02	2012.10.22	000	000	000	2	1001	1001	-35.42	-30.97	61.15	90.53	12	
DDPJB01855T637	OOOOOO	20131210	01:05:15	2012.10.22	000	000	000	2	1001	1001	-34.43	-36.01	48.48	49.32	12	
DDPJB01855T63I	OOOOOO	20131210	01:05:28	2012.10.22	000	000	000	2	1001	1001	-28.21	-26.79	104.22	111.36	12	
DDPJB01855T63O	OOOOOX	20131210	01:05:41	2012.10.22	000	000	000	2	1001	1001	-26.94	-34.50	273.27	405.72	19	
DDPJB01855T63T	OOOOOO	20131210	01:06:01	2012.10.22	000	000	000	2	1001	1001	-34.07	-28.71	61.08	113.50	13	
DDPJB01855T63O	OOOOOO	20131210	01:06:15	2012.10.22	000	000	000	2	1001	1001	-34.00	-28.90	50.72	90.97	6	
DDPJB01855T63Z	OOOXOO	20131210	01:06:24	2012.10.22	000	000	000	2	1001	1001	-33.88	-39.24	56.66	44.66	13	
DDPJB01855T63Z	OOOOOO	20131210	01:06:46	2012.10.22	000	000	000	2	1001	1001	-30.48	-30.07	89.10	47.28	11	
DDPJB01855T62R	OOOOOO	20131210	01:07:01	2012.10.22	000	000	000	2	1001	1001	-27.72	-36.69	95.01	31.04	13	
DDPJB01855T65H	OOOOOO	20131210	01:07:18	2012.10.22	000	000	000	2	1001	1001	-28.01	-36.60	121.68	48.21	7	
DDPJB01855T65N	OOOOOO	20131210	01:07:26	2012.10.22	000	000	000	2	1001	1001	-28.07	-36.40	132.25	43.68	7	
DDPJB01855T631	OOOOOO	20131210	01:07:34	2012.10.22	000	000	000	2	1001	1001	-28.15	-36.82	91.43	36.18	6	
DDPJB01855T656	OOOOOO	20131210	01:07:42	2012.10.22	000	000	000	2	1001	1001	-28.19	-36.48	139.54	43.11	7	
DDPJB01855T62X	OOOXOO	20131210	01:07:52	2012.10.22	000	000	000	2	1001	1001	-34.79	-39.67	52.47	45.55	14	
DDPJB01855T65C	OOOOOO	20131210	01:08:08	2012.10.22	000	000	000	2	1001	1001	-32.59	-35.64	75.83	75.21	13	
DDPJB01855T62X	OOOOOO	20131210	01:08:22	2012.10.22	000	000	000	2	1001	1001	-32.67	-35.08	54.76	37.67	6	
DDPJB01855TC19	OOOOOO	20131210	01:08:40	2012.10.22	000	000	000	2	1001	1001	-26.84	-30.97	147.58	94.69	11	
DDPJB01855TC1A	OOOOOO	20131210	01:08:52	2012.10.22	000	000	000	2	1001	1001	-26.96	-31.32	107.41	68.12	7	
DDPJB01855TDAB	OOOOOO	20131210	01:09:01	2012.10.22	000	000	000	2	1001	1001	-27.06	-31.27	94.87	62.14	6	
DDPJB01855TBUA	OOOOOO	20131210	01:09:09	2012.10.22	000	000	000	2	1001	1001	-27.26	-31.18	90.78	66.36	6	
DDPJB01855TBTZ	OOOOOO	20131210	01:09:16	2012.10.22	000	000	000	2	1001	1001	-34.80	-29.83	49.11	68.51	16	
DDPJB01855TBU4	OOOOOO	20131210	01:09:33	2012.10.22	000	000	000	2	1001	1001	-35.17	-29.74	63.67	95.11	6	
DDPJB01855TBUF	OOOOOO	20131210	01:09:40	2012.10.22	000	000	000	2	1001	1001	-34.81	-29.31	44.40	83.56	7	
DDPJB01855TBTT	OOOOOO	20131210	01:09:49	2012.10.22	000	000	000	2	1001	1001	-35.46	-29.95	41.84	70.39	6	
DDPJB01855TBSC	OOOOOO	20131210	01:10:00	2012.10.22	000	000	000	2	1001	1001	-35.15	-30.04	59.57	88.65	6	
DDPJB01855TCUK	OOOOOO	20131210	01:10:09	2012.10.22	000	000	000	2	1001	1001	-35.24	-29.71	47.58	98.54	7	
DDPJB01855TBS6	OOOOOO	20131210	01:10:22	2012.10.22	000	000	000	2	1001	1001	-35.10	-29.40	64.75	120.46	7	
DDPJB01855TCTJ	OOOOOO	20131210	01:10:30	2012.10.22	000	000	000	2	1001	1001	-30.02	-27.11	92.48	136.32	12	
DDPJB01855TCU0	OOOOOO	20131210	01:10:44	2012.10.22	000	000	000	2	1001	1001	-30.24	-27.23	69.83	94.82	6	
DDPJB01855TCTP	OOOOOO	20131210	01:10:53	2012.10.22	000	000	000	2	1001	1001	-30.26	-27.35	71.63	104.70	7	
DDPJB01855TCTE	OOOOOO	20131210	01:11:01	2012.10.22	000	000	000	2	1001	1001	-30.17	-27.24	84.39	115.56	8	
DDPJB01855TCT9	OOOOOO	20131210	01:11:11	2012.10.22	000	000	000	2	1001	1001	-30.40	-27.42	81.79	114.92	7	
DDPJB01855T60Y	OOOOOO	20131210	01:11:20	2012.10.22	000	000	000	2	1001	1001	-30.12	-27.25	67.52	93.19	6	
DDPJB01855TCUQ	OOOOOO	20131210	01:11:28	2012.10.22	000	000	000	2	1001	1001	-30.26	-27.25	76.02	106.19	6	
DDPJB01855TCUF	OOOOOO	20131210	01:11:36	2012.10.22	000	000	000	2	1001	1001	-30.32	-27.38	117.57	145.22	7	
DDPJB01855TCTZ	OOOOOO	20131210	01:11:44	2012.10.22	000	000	000	2	1001	1001	-30.30	-27.36	61.91	84.57	7	
DDPJB01855TCTS	OOOOOO	20131210	01:11:55	2012.10.22	000	000	000	2	1001	1001	-30.15	-27.17	98.25	138.00	7	
DDPJB01855TCTN	OOOOOO	20131210	01:12:03	2012.10.22	000	000	000	2	1001	1001	-30.35	-27.32	99.21	140.26	7	
DDPJB01855TCT7	OOOOOO	20131210	01:12:11	2012.10.22	000	000	000	2	1001	1001	-30.36	-27.35	66.49	102.48	6	
DDPJB01855TCTD	OOOOOO	20131210	01:12:21	2012.10.22	000	000	000	2	1001	1001	-30.23	-27.14	84.91	109.80	7	
DDPJB01855TCTC	OOOOOO	20131210	01:12:29	2012.10.22	000	000	000	2	1001	1001	-30.28	-27.33	64.47	92.08	7	
DDPJB01855TCTY	OOOOOO	20131210	01:12:37	2012.10.22	000	000	000	2	1001	1001	-30.36	-27.36	92.30	115.82	6	
DDPJB01855TCTO	OOOOOO	20131210	01:12:45	2012.10.22	000	000	000	2	1001	1001	-30.39	-27.32	92.31	134.88	6	
DDPJB01855TCTI	OOOOOO	20131210	01:12:53	2012.10.22	000	000	000	2	1001	1001	-30.43	-27.37	68.95	95.55	6	
DDPJB01855TCTT	OOOOOO	20131210	01:13:01	2012.10.22	000	000	000	2	1001	1001	-30.41	-27.37	75.41	111.12	7	
DDPJB01855TCUA	OOOOOO	20131210	01:13:09	2012.10.22	000	000	000	2	1001	1001	-30.42	-27.39	99.77	140.53	7	
DDPJB01855TB4V	OOOOOO	20131210	01:13:19	2012.10.22	000	000	000	2	1001	1001	-30.37	-27.32	102.68	142.04	7	
DDPJB01855TB56	OOOOOO	20131210	01:13:27	2012.10.22	000	000	000	2	1001	1001	-29.03	-28.45	78.50	88.27	11	
DDPJB01855TB51	OOOOOO	20131210	01:13:39	2012.10.22	000	000	000	2	1001	1001	-29.07	-28.52	76.76	78.77	7	
DDPJB01855TCUO	OOOOOO	20131210	01:13:48	2012.10.22	000	000	000	2	1001	1001	-28.95	-28.29	113.57	108.26	7	
DDPJB01855TB4K	OOOOOO	20131210	01:13:57	2012.10.22	000	000	000	2	1001	1001	-29.11	-28.58	85.97	89.82	6	
DDPJB01855TB4Q	OOOOOO	20131210	01:14:05	2012.10.22	000	000	000	2	1001	1001	-29.08	-28.42	84.46	110.09	7	
DDPJB01855TCU9	OOOOOO	20131210	01:14:13	2012.10.22	000	000	000	2	1001	1001	-29.25	-28.52	101.71	100.53	6	
DDPJB01855TCUP	OOOOOO	20131210	01:14:22	2012.10.22	000	000	000	2	1001	1001	-29.13	-28.42	110.60	110.97	6	
DDPJB01855TCUJ	OOOOOO	20131210	01:14:30	2012.10.22	000	000	000	2	1001	1001	-29.14	-28.44	94.62	82.73	7	
DDPJB01855TCUE	OOOOOO	20131210	01:14:39	2012.10.22	000	000	000	2	1001	1001	-29.14	-28.61	78.00	91.52	7	
DDPJB01855TBUK	OOOOOO	20131210	01:15:01	2012.10.22	000	000	000	2	1001	1001	-30.37	-31.60	108.41	95.35	14	
DDPJB01855TBT7	OOOOOO	20131210	01:15:16	2012.10.22	000	000	000	2	1001	1001	-27.93	-34.94	97.70	51.14	14	
DDPJB01855TD15	OOOOOO	20131210	01:15:32	2012.10.22	000	000	000	2	1001	1001	-28.24	-35.82	98.03	44.74	6	
DDPJB01855TBT2	OOOOOO	20131210	01:15:39	2012.10.22	000	000	000	2	1001	1001	-28.31	-35.21	103.57	37.37	6	
DDPJB01855TD0P	OOOOOO	20131210	01:15:47	2012.10.22	000	000	000	2	1001	1001	-31.23	-27.38	75.02	123.40	15	
DDPJB01855TBUQ	OOOOOO	20131210	01:16:03	2012.10.22	000	000	000	2	1001	1001	-31.35	-27.49	57.99	101.89	7	
DDPJB01855TD0U	OOOOOO	20131210	01:16:12	2012.10.22	000	000	000	2	1001	1001	-31.55	-27.66	58.97	91.69	6	
DDPJB01855TD0J	OOOOOO	20131210	01:16:19	2012.10.22	000	000	000	2	1001	1001	-31.48	-27.56	77.57	126.38	6	
DDPJB01855TD10	OOOOOO	20131210	01:16:26	2012.10.22	000	000	000	2	1001	1001	-31.51	-27.66	64.24	68.89	6	
DDPJB01855TBTD	OOOOOO	20131210	01:16:35	2012.10.22	000	000	000	2	1001	1001	-26.76	-29.50	110.14	75.35	13	
DDPJB01855TBTI	OOOOOO	20131210	01:16:50	2012.10.22	000	000	000	2	1001	1001	-27.31	-29.31	98.58	84.95	6	
DDPJB01855TC66	OOOOOO	20131210	01:16:58	2012.10.22	000	000	000	2	1001	1001	-26.99	-29.55	133.01	97.45	7	
DDPJB01855TC61	OOOOOO	20131210	01:17:06	2012.10.22	000	000	000	2	1001	1001	-27.04	-29.70	153.42	114.53	7	
DDPJB01855TC5V	OOOOOO	20131210	01:17:15	2012.10.22	000	000	000	2	1001	1001	-26.16	-31.04	114.50	76.78	15	
DDPJB01855TC5Q	OOOOOO	20131210	01:17:31	2012.10.22	000	000	000	2	1001	1001	-32.47	-29.63	56.16	77.12	13	
DDPJB01855TBTO	OOOOOO	20131210	01:17:45	2012.10.22	000	000	000	2	1001	1001	-28.04	-34.29	164.17	126.29	14	
DDPJB01855TC5L	OOOOOO	20131210	01:18:02	2012.10.22	000	000	000	2	1001	1001	-28.24	-35.21	121.64	63.33	6	
DDPJB01855TCZS	OOOOOO	20131210	01:18:11	2012.10.22	000	000	000	2	1001	1001	-28.19	-35.05	148.74	75.06	6	
DDPJB01855TCZY	OOOOOO	20131210	01:18:19	2012.10.22	000	000	000	2	1001	1001	-28.45	-35.49	108.03	62.02	6	
DDPJB01855TC5K	OOOOOO	20131210	01:18:26	2012.10.22	000	000	000	2	1001	1001	-28.48	-35.66	157.94	130.55	6	
DDPJB01855TD09	OOOOOO	20131210	01:18:33	2012.10.22	000	000	000	2	1001	1001	-36.44	-35.97	38.56	47.71	14	
DDPJB01855TC4Y	OOOOOO	20131210	01:18:51	2012.10.22	000	000	000	2	1001	1001	-34.87	-35.06	63.43	68.88	13	
DDPJB01855TC4Q	OOOOOO	20131210	01:19:05	2012.10.22	000	000	000	2	1001	1001	-32.87	-31.72	66.50	77.79	16	
DDPJB01855TC4P	OOXOOO	20131210	01:19:23	2012.10.22	000	000	000	2	1001	1001	-37.02	-27.02	32.50	132.46	15	
DDPJB01855TC4R	OOOOOO	20131210	01:19:40	2012.10.22	000	000	000	2	1001	1001	-30.38	-30.78	103.48	120.27	13	
DDPJB01855TC4P	OOOOOO	20131210	01:19:54	2012.10.22	000	000	000	2	1001	1001	-30.46	-31.15	77.33	79.84	7	
DDPJB01855TC4S	OOOOOO	20131210	01:20:03	2012.10.22	000	000	000	2	1001	1001	-30.46	-31.52	61.86	50.71	6	
DDPJB01855TC40	OOOOOO	20131210	01:20:11	2012.10.22	000	000	000	2	1001	1001	-30.57	-31.79	61.29	47.45	7	
DDPJB01855TC4U	OOOOOO	20131210	01:20:20	2012.10.22	000	000	000	2	1001	1001	-30.81	-27.47	117.73	154.81	13	
DDPJB01855TC4N	OOOOOO	20131210	01:20:35	2012.10.22	000	000	000	2	1001	1001	-31.44	-27.52	66.31	97.84	6	
DDPJB01855TC47	OOOOOO	20131210	01:20:42	2012.10.22	000	000	000	2	1001	1001	-32.10	-27.46	76.33	132.76	6	
DDPJB01855TC4T	OOOOOO	20131210	01:20:50	2012.10.22	000	000	000	2	1001	1001	-32.14	-27.46	48.98	87.10	7	
DDPJB01855TB44	OOOOOO	20131210	01:21:21	2012.10.22	000	000	000	2	1001	1001	-31.00	-30.37	85.40	85.11	16	
DDPJB01855TB3Z	OOOOOO	20131210	01:21:38	2012.10.22	000	000	000	2	1001	1001	-30.65	-33.55	92.11	63.94	14	
DDPJB01855TB3A	OOOOOO	20131210	01:21:53	2012.10.22	000	000	000	2	1001	1001	-26.66	-32.52	98.79	62.86	13	
DDPJB01855TB3F	OOOOOO	20131210	01:22:09	2012.10.22	000	000	000	2	1001	1001	-27.05	-32.61	139.27	84.49	6	
DDPJB01855TB3K	OOOOOO	20131210	01:22:17	2012.10.22	000	000	000	2	1001	1001	-27.10	-32.74	104.05	66.71	7	
DDPJB01855TB3O	OOOOOO	20131210	01:22:25	2012.10.22	000	000	000	2	1001	1001	-27.43	-32.73	116.15	74.69	6	
DDPJB01855TB2Z	OOOOOO	20131210	01:22:32	2012.10.22	000	000	000	2	1001	1001	-27.21	-32.51	103.53	55.15	6	
DDPJB01855TB4A	OOOOOO	20131210	01:22:40	2012.10.22	000	000	000	2	1001	1001	-29.01	-26.92	108.31	130.02	14	
DDPJB01855TB4F	OOOOOO	20131210	01:22:56	2012.10.22	000	000	000	2	1001	1001	-29.18	-27.33	109.43	136.68	7	
DDPJB01855TB2N	OOOOOO	20131210	01:23:04	2012.10.22	000	000	000	2	1001	1001	-29.22	-27.26	93.46	100.80	7	
DDPJB01855TB26	OOOOOO	20131210	01:23:16	2012.10.22	000	000	000	2	1001	1001	-30.93	-24.67	83.39	149.17	11	
DDPJB01855TB2D	OOOOOO	20131210	01:23:28	2012.10.22	000	000	000	2	1001	1001	-29.60	-26.88	102.65	134.34	13	
DDPJB01855TB2S	OOOOOO	20131210	01:23:42	2012.10.22	000	000	000	2	1001	1001	-26.71	-34.27	144.24	104.44	13	
DDPJB01855TB2H	OOOOOO	20131210	01:23:56	2012.10.22	000	000	000	2	1001	1001	-29.35	-35.18	69.93	37.15	12	
DDPJB01855TB2I	OOOOOO	20131210	01:24:10	2012.10.22	000	000	000	2	1001	1001	-33.31	-26.16	51.22	116.71	12	
DDPJB01855TB2O	OOOOOO	20131210	01:24:24	2012.10.22	000	000	000	2	1001	1001	-33.90	-25.68	53.87	153.25	15	
DDPJB01855TB3T	OOOOOO	20131210	01:24:41	2012.10.22	000	000	000	2	1001	1001	-33.72	-33.33	60.12	71.97	12	
DDPJB01855TB2T	OOXXOO	20131210	01:24:55	2012.10.22	000	000	000	2	1001	1001	-30.95	-30.93	83.50	67.81	15	
DDPJB01855TB34	OOOXOO	20131210	01:25:11	2012.10.22	000	000	000	2	1001	1001	-25.98	-40.18	138.42	31.87	14	
DDPJB01855TB2T	OOOOOO	20131210	01:25:27	2012.10.22	000	000	000	2	1001	1001	-24.84	-29.96	146.15	66.24	12	
DDPJB01855TB34	OOOOOO	20131210	01:25:42	2012.10.22	000	000	000	2	1001	1001	-27.24	-31.08	143.21	84.82	6	
DDPJB01855TB4P	OOOOOO	20131210	01:25:51	2012.10.22	000	000	000	2	1001	1001	-27.13	-30.79	122.48	79.30	7	
DDPJB01855TB5G	OOOOOO	20131210	01:26:05	2012.10.22	000	000	000	2	1001	1001	-27.29	-30.69	119.55	82.94	6	
DDPJB01855TCT6	OOOOOO	20131210	01:26:15	2012.10.22	000	000	000	2	1001	1001	-27.22	-30.53	137.52	97.31	7	
DDPJB01855TB5F	OOOOOO	20131210	01:26:26	2012.10.22	000	000	000	2	1001	1001	-27.28	-30.75	100.48	72.59	6	
DDPJB01855TB4E	OOOOOO	20131210	01:26:35	2012.10.22	000	000	000	2	1001	1001	-27.29	-30.38	103.30	76.55	7	
DDPJB01855TB4U	OOOOOO	20131210	01:26:43	2012.10.22	000	000	000	2	1001	1001	-27.36	-30.57	97.51	64.93	6	
DDPJB01855TB55	OOOOOO	20131210	01:26:50	2012.10.22	000	000	000	2	1001	1001	-27.44	-30.67	133.00	90.43	6	
DDPJB01855TB5B	OOOOOO	20131210	01:26:57	2012.10.22	000	000	000	2	1001	1001	-27.42	-30.66	122.75	82.48	6	
DDPJB01855TB50	OOOOOO	20131210	01:27:04	2012.10.22	000	000	000	2	1001	1001	-27.41	-30.68	96.25	58.52	6	
DDPJB01855TB2C	OOOOOO	20131210	01:27:11	2012.10.22	000	000	000	2	1001	1001	-29.02	-31.36	85.84	51.83	13	
DDPJB01855T60R	OOOOOO	20131210	01:27:25	2012.10.22	000	000	000	2	1001	1001	-36.71	-29.64	53.04	105.68	11	
DDPJB01855T60G	OOOOOO	20131210	01:27:37	2012.10.22	000	000	000	2	1001	1001	-36.27	-36.73	51.94	41.94	12	
DDPJB01855T60X	OOXXOO	20131210	01:27:51	2012.10.22	000	000	000	2	1001	1001	-37.30	-37.32	62.55	74.16	6	
DDPJB01855T5ZE	OOOOOO	20131210	01:27:59	2012.10.22	000	000	000	2	1001	1001	-32.17	-33.22	61.46	48.11	14	
DDPJB01855T60X	OOOOOO	20131210	01:28:14	2012.10.22	000	000	000	2	1001	1001	-32.35	-33.73	73.05	66.40	7	
DDPJB01855T60G	OOOOOO	20131210	01:28:24	2012.10.22	000	000	000	2	1001	1001	-32.09	-33.26	63.90	60.58	6	
DDPJB01855T605	OOOOOO	20131210	01:28:32	2012.10.22	000	000	000	2	1001	1001	-32.19	-33.33	68.15	60.21	6	
DDPJB01855T62V	OOOOOO	20131210	01:28:41	2012.10.22	000	000	000	2	1001	1001	-32.24	-33.65	58.41	46.10	7	
DDPJB01855T62Q	OOOOOO	20131210	01:28:49	2012.10.22	000	000	000	2	1001	1001	-32.30	-33.67	64.53	54.03	7	
DDPJB01855T65Y	OOXOOO	20131210	01:28:57	2012.10.22	000	000	000	2	1001	1001	-38.24	-28.40	29.68	81.23	12	
DDPJB01855T65S	OOOOOO	20131210	01:29:10	2012.10.22	000	000	000	2	1001	1001	-30.86	-23.60	52.52	118.33	14	
DDPJB01855T65Y	OOOOOO	20131210	01:29:25	2012.10.22	000	000	000	2	1001	1001	-30.84	-23.91	92.77	170.53	6	
DDPJB01855TB4J	OOOOOO	20131210	01:29:32	2012.10.22	000	000	000	2	1001	1001	-31.09	-23.59	86.65	204.95	7	
DDPJB01855T62L	OOOOOO	20131210	01:29:41	2012.10.22	000	000	000	2	1001	1001	-31.07	-23.54	74.80	196.57	6	
DDPJB01855T5Z3	OOXOOO	20131210	01:29:49	2012.10.22	000	000	000	2	1001	1001	-37.86	-30.75	38.86	63.13	12	
DDPJB01855T5Z9	OOOOOO	20131210	01:30:03	2012.10.22	000	000	000	2	1001	1001	-28.78	-33.88	120.78	60.38	11	
DDPJB01855T5Z3	OOOOOO	20131210	01:30:15	2012.10.22	000	000	000	2	1001	1001	-28.96	-33.43	91.33	65.96	6	
DDPJB01855TCF1	OOOOOO	20131210	01:30:22	2012.10.22	000	000	000	2	1001	1001	-28.92	-33.36	105.97	54.87	7	
DDPJB01855T62B	OOOOOO	20131210	01:30:30	2012.10.22	000	000	000	2	1001	1001	-33.30	-35.12	81.95	50.48	13	
DDPJB01855T600	OOOOOO	20131210	01:30:44	2012.10.22	000	000	000	2	1001	1001	-33.31	-35.27	63.24	49.18	7	
DDPJB01855T5ZU	OOOOOO	20131210	01:30:52	2012.10.22	000	000	000	2	1001	1001	-33.11	-35.21	67.15	52.70	6	
